pid|size|group4|group5
17798|40,5|1|5
15088|41|3|2
17538|41|3|2
16313|S|3|2
13152|3 (35-38 )|1|5
11270|41 - 44|1|5
11663|43|1|5
22139|41|1|2
19635|44,5|1|2
16673|M|3|2
13058|3XL|1|5
20581|42|1|2
15306|L|3|2
18934|L ( 152-158 )|1|2
10796|45,5|1|5
21002|L|2|4
21290|40 2/3|1|5
14869|S|1|2
16316|41|1|5
18796|46|3|2
13607|39|1|5
10126|40,5|1|2
12004|M|1|2
12004|XL|3|3
11091|42,5|1|2
19635|43|1|2
13738|44,5|1|2
12851|40|1|2
21281|L|1|2
11510|33,5|1|5
17012|S|1|2
14092|3XL|3|2
11355|34|1|2
16755|L|1|5
18555|44|3|2
15930|47|1|5
18520|M|1|2
20185|S|1|2
10730|L|1|2
16087|S|3|2
12734|S|1|2
22067|42,5|3|2
16602|47,5|3|3
17255|40,5|1|5
11689|43|1|2
13926|38 2/3|1|5
20472|152|3|2
17814|40,5|1|2
19080|40,5|1|2
17346|S|3|3
16755|S|1|5
14092|L|3|2
22197|XL|1|5
10730|S|1|5
17726|42|3|3
15095|42|1|5
17989|M|1|5
12230|42,5|3|3
12463|3XL|1|2
15051|42,5|3|3
11510|32|1|2
17798|42|1|2
20604|2XL|1|2
17255|44,5|3|2
14608|M|3|2
20927|M|1|2
14026|44|3|2
22452|164|3|3
18519|M|1|2
10331|XL ( 158-170 )|3|2
13607|45|2|4
15262|37 1/3|1|2
14582|2XL|1|5
14608|L|1|2
20590|XL|3|3
14601|41,5|1|5
11247|45,5|3|2
14092|XL|1|5
11247|39|3|3
20766|44|1|5
10730|XL|1|2
21876|42,5|1|2
12795|L|2|4
12623|43|3|2
12623|44|1|2
15485|44|1|5
11619|46|1|2
19204|38|3|2
16835|43|3|2
17302|2XL|1|2
19015|XL|1|5
11339|XL|1|5
19885|2XL|3|2
11874|2XL|1|2
10997|40,5|1|2
16685|40,5|3|2
10883|45|1|5
22080|L|1|5
22080|M|1|5
22080|S|1|5
13545|L|1|5
16330|43 1/3|3|3
19682|44,5|1|2
17672|XL|3|3
18812|42,5|3|2
14479|41|1|2
12686|L|1|5
16297|38,5|1|5
19682|39|1|2
22079|38,5|1|5
12362|42,5|1|5
19594|XL|1|5
16089|37,5|1|2
14424|41|1|2
12623|44,5|3|2
19913|44|1|5
15609|44|1|2
14991|M|1|2
14991|XL|1|2
14328|L|3|2
22067|40,5|1|2
11512|42|3|2
19635|40|1|2
19246|37 1/3|3|2
15100|YM 135-147,5|1|2
17255|39|1|5
10715|42|3|3
17679|39|1|2
12460|39|1|5
15017|S|1|2
11882|M ( 140-152 )|3|3
16755|M|1|5
15797|176|1|5
20295|M|3|3
15497|XL|1|5
14443|XL|1|2
14102|M|1|2
11878|43 1/3|1|2
14704|40 2/3|3|2
14407|L ( 152-158 )|3|2
14424|45|1|2
12063|XL|3|2
11187|XL|3|3
15395|45|3|2
14074|41|1|5
11105|37,5|1|5
19080|42,5|1|2
22230|L ( 152-158 )|1|2
21637|44|1|5
13436|152|1|2
11355|37,5|3|3
20364|44|3|3
12800|45|3|2
12050|XL ( 158-170 )|1|5
13692|42,5|1|2
20719|140|3|2
17149|L|1|5
21645|40|1|5
21147|45,5|1|2
19782|45,5|3|3
16375|42|1|5
12273|45 1/3|1|5
17255|45,5|1|2
20590|2XL|3|3
15576|43|3|2
11504|XL|1|5
15576|42|3|2
11594|M|1|5
18813|47,5|1|2
21720|37 1/3|1|5
11512|44|3|2
11512|43|1|2
11689|46|1|5
12080|40,5|1|5
11971|XL|3|3
15861|M|1|5
21782|L|3|3
22803|41 1/3|1|5
14687|164|3|2
14758|45,5|3|2
21308|47|3|2
21308|47,5|1|5
11656|41|3|2
17346|XL|3|3
19782|41|3|2
10990|S|1|5
22249|44,5|1|2
15576|42,5|3|2
14329|38|1|5
19080|39|1|5
14346|L|3|2
15930|45,5|1|2
21891|42|3|3
11227|42|3|3
15807|43-46|3|2
18024|S ( 128-140 )|3|2
14432|L|1|5
13585|L|1|5
19843|2XL|1|2
19033|44,5|1|2
21224|44,5|1|2
19495|44,5|3|2
21224|40|3|2
22718|42|3|2
11355|36|3|2
14654|35,5|1|2
12101|L ( 152-158 )|1|5
18256|46|3|3
14985|44|3|2
14378|164|3|3
10380|42,5|1|5
15182|M|1|5
17382|40,5|1|2
16902|2XL|3|3
22878|2XL|3|2
16132|2XL|1|5
10730|2XL|1|5
21234|46|1|2
20816|43|1|2
18560|S|3|3
11758|S|1|5
12283|43|1|2
13347|2 ( 35-38 )|3|2
17732|M|1|5
19782|43|3|3
17814|46|3|3
14910|46|1|5
14910|44|1|2
13033|2|1|5
20898|M|1|2
10133|45,5|1|2
21486|M|1|2
15051|45|3|2
18555|43|1|2
17726|47,5|1|2
13921|L|2|4
20394|41 - 44|1|2
22067|44,5|3|2
20649|S|3|3
10096|XL|2|4
13814|176|1|5
10096|L|2|4
20443|44,5|1|2
16268|XL|1|5
17768|35|1|2
15930|44|1|2
15930|45|1|2
11619|43|3|2
14424|39|1|5
11619|42|3|2
20234|46|1|5
22249|43|1|2
20412|XL|1|5
15810|40|1|2
20138|40|1|5
10339|40 2/3|1|5
18992|38|1|2
17768|37,5|3|2
16297|38|3|2
15088|45,5|1|5
21851|39|1|2
19338|152|3|2
12805|S|1|5
19460|L|1|2
14860|S|2|3
14860|M|2|4
20002|41|1|5
17671|45|3|3
21308|40|1|2
13430|44,5|1|2
18454|164|1|5
14812|164|1|5
12795|M|2|3
18236|45|3|2
10990|M|1|5
20127|M ( 38-42 )|1|5
13144|164|1|5
21248|44|1|2
17141|44|3|2
16036|45 1/3|1|5
14407|XL ( 158-170 )|3|3
13618|44|1|2
19782|45|3|2
20581|45,5|3|3
12395|164|1|5
18062|XL|1|5
12403|5 ( 47-49 )|1|5
17077|43|1|5
22102|XL|1|2
16768|M ( 38/40 )|1|5
10925|XL|3|3
17140|47 1/3|3|3
22530|L|3|2
21224|47|3|2
21224|46|1|2
22591|L|3|3
22168|40|1|2
15284|45|1|2
14299|47|1|5
12507|S|1|5
14367|43|2|4
16705|43|1|5
19058|42|1|2
12263|XL|1|5
18813|39|1|2
21264|44,5|1|2
21264|44|3|3
21264|43|1|2
17726|44,5|1|2
17726|43|3|3
17726|44|3|3
16868|S|3|3
16796|44 2/3|1|5
12176|45,5|1|2
22139|45,5|1|2
22613|47,5|3|2
20405|44,5|3|3
18560|XL|2|4
19822|38|1|2
21592|L|3|2
16708|45|1|2
15576|45|3|3
21486|XL|1|5
21308|46|1|2
15051|46|1|2
10410|4 ( 39-42 )|3|3
17798|42,5|1|2
13072|46|3|3
19508|XL|1|5
13913|M|3|3
22341|L|3|3
12571|L|1|2
19035|36,5|1|2
19080|41|1|2
10208|34|1|2
17671|44|3|3
17626|42,5|1|2
14991|L|3|3
14991|3XL|1|5
15189|42,5|1|5
17143|44 2/3|1|2
14746|43|1|5
15756|44|1|5
20108|140|1|2
20108|128|1|2
17255|47,5|1|2
16602|43|3|3
13242|2XL|1|2
17684|M|1|5
18119|46|1|2
16291|XL ( 158-170 )|1|5
13913|XL|3|2
15196|XL|3|2
20581|43|3|3
13567|44|3|3
15576|39|1|2
12846|41 1/3|2|3
22760|L|3|3
15266|140|1|5
19937|45,5|1|2
18700|2 ( Senior )|3|2
18934|XS ( 116-128 )|1|2
17708|43|3|2
11201|41 - 44|3|3
17233|41|1|2
13699|32|1|2
20370|S|1|2
10290|XL|3|3
15346|44 2/3|3|2
21224|41|3|2
19439|XL ( 158-170 )|3|3
12107|L|1|2
12283|45|1|2
21248|40|1|2
21248|39|1|2
11059|42|3|3
21147|43|3|3
17255|45|1|2
15535|45,5|1|5
21110|45|1|2
19089|48|1|5
20234|40|3|2
15395|44,5|1|2
14720|3XL|1|5
21391|43|3|3
17382|47,5|1|5
11838|44|1|5
16982|42|3|2
21417|42,5|1|5
11059|44,5|3|2
15752|47,5|3|2
17136|45|3|3
12100|S|1|2
20001|36,5|3|2
12283|44,5|1|2
18312|40|3|2
16297|35|1|5
18004|43|1|2
21176|L|1|5
11936|S|1|5
11689|45|1|2
15000|44,5|3|2
14768|M ( 38/40 )|1|2
20816|46|3|2
12850|L ( 152-158 )|1|2
14833|2XL|1|2
17708|44,5|3|2
17708|44|3|2
13864|L ( 152-158 )|1|2
18812|45|1|2
17124|42,5|3|3
15877|L|1|5
21795|37 1/3|1|2
19385|M|3|3
20515|44,5|1|5
11299|XL|3|3
17123|44|1|5
16423|S|3|3
11247|46|1|2
21217|L|1|5
17162|42,5|1|5
19414|XL ( 158-170 )|3|2
19579|42,5|3|2
10064|48|1|5
12317|42,5|1|2
17124|41|3|2
11080|M|1|5
22081|M|1|5
22081|L|1|5
19591|L|1|2
20898|S|1|2
20898|L|1|2
21224|42|3|3
12482|M ( 140-152 )|3|2
19734|42|1|5
14015|M|3|2
15051|41|1|2
21910|44|1|2
20090|42,5|1|2
22293|XS ( 116-128 )|1|2
21766|44,5|1|5
17768|38|1|2
10633|S|1|2
18813|46|3|3
17233|45,5|1|2
18390|45,5|3|2
15930|42,5|1|2
20443|45|1|2
16599|S ( 34-38 )|1|2
22067|45,5|1|5
10692|2XL|1|2
11249|M|1|2
20921|L ( 40/42 )|1|2
13522|44 2/3|1|2
19267|46|1|5
16308|L|3|2
11249|L|1|2
13913|XS|1|2
20443|47|3|2
21831|152|1|5
15576|44|3|3
18466|2XL|1|5
21308|43|3|3
15635|43|3|3
12730|41|1|5
12340|S|3|2
12317|42|1|2
18863|41|1|5
11383|45|3|2
20129|140|1|5
16602|44,5|3|2
15005|41|1|2
10750|43|1|5
10290|S|3|3
18435|34|1|5
22673|XL|1|5
13759|M|3|2
10230|2 ( 35-38 )|1|2
17720|164|1|2
17720|152|1|2
21018|46|3|3
14918|38,5|1|2
18988|164|1|2
21224|40,5|3|3
15051|40,5|3|3
14651|2XL|3|2
21445|45 1/3|3|3
22822|S|1|2
18555|44,5|3|2
17671|44,5|3|3
20220|45|1|5
10692|L|3|2
16234|44|1|5
13584|45|3|2
21391|42,5|1|2
12193|L ( 152-158 )|1|2
21592|M|3|3
15051|43|3|2
16141|42,5|1|5
13204|38|1|5
22149|44,5|1|2
12785|XL|2|4
12785|L|2|3
21851|47|3|2
22844|38|1|2
14863|S|1|2
11882|XS ( 116-128 )|3|3
19942|XL|1|2
18709|152|3|2
15866|L|1|2
17412|40|1|5
17798|41|1|2
10031|45|1|5
19782|44,5|3|3
17412|44 2/3|1|5
10881|XL|3|2
17382|42|3|2
13298|36|1|5
14746|44,5|1|2
22177|L|1|2
18813|45|3|3
17535|L|1|2
13410|41|3|2
14424|46|1|2
22139|40,5|1|2
12337|39,5|1|5
19261|36,5|1|5
18313|46|1|5
19682|42,5|1|2
13791|40,5|1|2
11971|M|3|3
19267|44 2/3|1|5
19267|45 1/3|3|2
13648|38,5|1|2
20405|43|3|3
17124|48,5|3|2
13252|46|1|2
10692|M|3|2
14799|42|1|5
17141|42|1|2
10950|L|3|3
15635|45|1|2
14061|44 2/3|1|2
19611|L|1|2
14424|44|1|2
14424|43|1|2
12504|5 ( 43-46 )|1|5
11749|41|1|2
18236|46|1|2
17862|41 1/3|1|5
14328|XS|1|2
20898|XS|1|2
10309|2XL|1|5
22631|164|1|2
19584|37,5|1|2
15866|M|1|2
20753|S|1|2
17587|XL|1|2
12800|44,5|1|2
22541|M ( 140-152 )|1|5
15891|XL|3|3
11657|40,5|3|2
15933|M ( 140-152 )|1|5
19823|L|1|5
19089|44|1|2
22561|L|1|5
17798|40|3|2
20920|40|1|5
21823|S ( 128-140 )|1|5
17720|140|3|3
20816|44,5|1|2
14026|44,5|1|5
16161|128|3|2
16161|164|3|2
19682|42|3|2
12445|152|1|2
19266|L/T|3|2
14467|43|1|2
11278|44|1|5
17140|48 2/3|3|3
20815|L|1|2
21690|S|1|5
12263|M|1|5
15870|33,5|1|5
14515|164|1|2
21733|45 1/3|1|2
14347|44|1|2
13326|40,5|3|3
16427|41 1/3|3|2
21627|46|1|5
20984|46|1|5
18793|44,5|3|2
14991|S|1|5
13868|2XL|3|2
13681|164|1|5
18813|44|3|3
21398|45|1|2
11429|L|2|4
12499|M|3|3
22096|37,5|3|2
20982|36,5|1|2
22096|36,5|3|2
15088|46|1|2
15321|XL ( 158-170 )|3|3
12999|S|3|3
19331|L|3|2
11510|35,5|1|2
15576|46|3|2
17382|42,5|1|2
22522|XL|1|5
15830|XL|3|3
15099|42|3|2
13099|S ( 34/36 )|3|2
13600|S ( 34/36 )|1|2
11330|XS ( 32/34 )|1|2
21386|XS ( 32/34 )|1|5
16708|44,5|1|5
21643|42|3|3
18813|42,5|3|2
15775|36|1|5
17359|L|3|3
22067|46|3|2
14363|11|1|2
13082|L|1|2
11324|S ( 128-140 )|3|2
19787|34|1|2
22561|S|1|5
10707|2XL|1|2
13093|164|3|2
19945|38 2/3|3|3
21262|45,5|1|2
22718|41|1|2
10990|L|1|2
22621|M|1|2
21224|42,5|3|2
15173|2XL|3|3
21147|45|3|2
16893|L|1|2
13191|164|1|5
13191|128|1|2
16868|XL|1|2
19331|M|3|2
12996|M|1|2
18390|45|3|2
18270|41,5|1|5
15635|44|3|3
11465|36|1|5
21264|41|1|2
22249|44|1|2
13298|35|1|5
20443|45,5|3|2
16853|2XL|1|5
17255|46|1|2
11247|44|1|2
21017|40,5|1|5
10290|M|3|3
16316|42|1|5
18236|42|1|2
16996|45,5|1|5
12283|44|3|3
11539|2XL|1|5
21110|44|3|2
13913|S|3|3
21891|44,5|1|2
11227|44|3|2
17642|S|3|2
14939|L|1|2
20515|42|1|2
10000|XL ( 158-170 )|1|5
11891|42 2/3|3|2
19172|40,5|1|5
20570|L|1|2
19822|36|1|5
22718|42,5|3|3
20714|M|2|4
14533|L|1|5
17708|39|1|2
13421|L|3|2
14026|43|1|2
15442|M ( 140-152 )|1|2
21574|YXL 157,5-167,5|1|5
21234|41|1|2
21736|2|1|5
18407|37,5|1|5
15344|36|1|2
11353|41 1/3|3|2
21248|44,5|3|3
12715|S ( 34/36 )|1|2
12240|40|3|2
20002|42,5|1|2
20002|43|1|2
15080|44|3|3
12659|L|3|2
12690|44,5|3|2
21264|45,5|1|2
12714|S ( 128-140 )|3|2
10752|XL ( 158-170 )|3|2
12655|36|1|5
17039|M|1|5
19080|42|1|2
17665|M|1|5
11749|44|3|2
20921|M ( 38/40 )|1|2
13093|152|3|2
19591|M|1|5
19666|44|3|3
13093|140|3|2
12461|164|3|2
17833|M|3|3
17833|L|3|3
10630|XL|3|3
19770|176|1|5
11595|XS|1|2
11595|S|1|2
20287|M|1|2
14427|43|3|2
20002|40,5|1|2
13505|XS ( 116-128 )|1|5
21910|45,5|1|2
11059|45,5|1|2
21761|XL|3|3
10234|164|1|5
21769|45|1|2
17219|S|3|3
19975|4 ( 43-46 )|2|4
18447|4 ( 43-46 )|3|3
19581|M ( 140-152 )|1|5
18442|38,5|1|2
12317|43|1|2
11260|2XL|3|2
19459|L|3|3
17587|L|3|2
22080|XL|1|2
11656|44,5|3|2
18722|116|3|3
13449|38|1|5
13288|XL|1|2
21891|46|1|2
15051|45,5|3|2
20827|L ( 40/42 )|1|2
18004|41|3|3
22718|45,5|3|2
18291|L|3|2
13584|44,5|1|2
14328|2XL|1|2
13479|L|1|2
12158|S|1|5
16602|42,5|3|3
21891|45,5|3|2
11247|43|3|2
22638|43|3|2
13518|36|1|5
17383|36|3|2
17798|45,5|1|2
15088|40,5|1|2
18812|47|3|3
20614|47,5|3|3
16297|32|2|4
17768|36|3|2
13374|L|3|3
18004|44,5|1|2
21449|XL|1|2
11995|43 1/3|3|3
20816|41|3|2
15930|43|1|2
14410|42|3|3
19385|S|1|2
21618|2 ( 37-39 )|1|5
20236|45,5|3|2
12015|S ( 128-140 )|3|2
12024|36,5|1|2
10990|2XL|1|2
10990|XL|1|5
15005|44|3|2
17626|44|1|5
18893|4 ( 44-46 )|1|5
19937|47|3|2
15866|XL|1|2
19591|XL|1|2
17626|40|1|5
19332|42|3|2
16716|44,5|1|5
19332|40,5|3|3
13137|L ( 40/42 )|1|5
21230|S|3|3
14538|44|1|5
19332|43|3|2
19332|44,5|1|2
13655|46 2/3|1|2
20539|45|1|5
12549|40,5|1|5
10671|36|3|3
13083|128|1|2
21264|46|1|2
14248|47|1|5
12628|M|1|2
22250|40,5|1|5
17798|43|3|2
18793|41|1|2
11866|46 2/3|1|2
11835|M|1|2
12690|45,5|1|2
15307|41|1|5
14022|M|3|3
21891|43|1|2
16751|M|3|2
21492|39|1|2
19613|39|1|5
14430|XL|3|3
17412|40 2/3|3|2
11247|47,5|3|2
11247|47|3|2
19559|S|1|2
19652|L|1|5
21006|M|1|2
22355|36,5|1|2
21018|45|1|2
17814|42,5|1|2
12623|45,5|3|2
17255|42,5|3|3
22520|34|1|5
21110|40|3|3
12418|M|1|2
15765|M|3|3
17344|35|1|2
22030|164|3|3
16751|L|1|2
21794|S|3|2
21794|M|1|5
21078|XL|3|3
11817|39 1/3|3|3
21368|M|1|5
18250|44|3|2
11866|42|3|2
13655|42|1|5
11080|L|1|5
18250|44 2/3|3|2
18250|46|3|2
19272|41 1/3|3|3
16045|40 2/3|1|5
20764|35|3|2
19272|43 1/3|3|3
11866|45 1/3|3|2
11749|40|3|3
21398|44|1|2
11866|44 2/3|3|3
19272|44 2/3|3|3
11418|2XL|3|3
17587|S|3|2
14089|S|1|2
19272|46 2/3|3|3
12459|43|1|2
20114|38|1|5
22355|38,5|1|5
17058|M|1|5
11649|38|3|2
14347|42|3|2
14380|5|1|2
19267|42|1|2
11619|40,5|3|3
19638|42|3|2
19682|40|1|2
13252|44,5|1|5
11689|44,5|1|2
11689|44|3|2
17181|38,5|1|5
11144|42 2/3|3|2
11512|40|3|3
10620|38|1|2
10620|38 2/3|3|3
10290|L|3|3
21891|40,5|3|2
22139|40|1|2
19272|42 2/3|3|3
13430|43|3|3
19267|42 2/3|3|2
19481|164|3|2
14310|L|2|3
10768|38,5|3|3
18812|45,5|3|3
18812|46|3|2
10713|35,5|3|3
11619|44,5|3|2
21088|L|1|2
14182|42|3|2
20443|47,5|1|2
10013|S|1|5
15051|44,5|3|3
15576|44,5|3|2
12441|L (43 - 46)|1|2
12647|42,5|1|2
15051|47|1|2
11144|43 1/3|1|2
15930|46|1|2
13943|L ( 152-158 )|1|5
17349|XS ( 32/34 )|1|5
12259|L|1|5
15287|43|3|2
11681|37,5|3|2
22638|42,5|3|3
14688|XL|1|2
18265|44,5|1|2
20129|152|1|5
11355|38|3|2
11181|45|3|2
15930|44,5|3|2
15536|44 2/3|3|2
18722|152|3|2
12176|43|1|2
19579|41|1|2
10671|35|3|3
11227|46|1|2
11227|47|3|3
21453|42,5|1|5
12238|XL|3|2
20405|44|3|2
20121|M ( 140-152 )|1|2
10642|44|3|2
13692|44|3|2
21146|37,5|1|5
19760|2XL|3|3
11227|45|3|2
14986|42|1|2
18250|42 2/3|3|3
16602|44|3|3
10234|152|1|2
21308|41|1|2
20909|02 Senior|3|2
17124|43|3|2
15287|47|1|2
22581|47|3|2
11510|36|3|3
17636|44,5|1|2
11619|45|3|2
12218|3 ( 39-42 )|3|2
11247|40,5|1|2
22706|M|3|3
15005|40,5|3|2
16265|L|1|2
22168|40,5|1|5
17768|32|3|3
17412|45 1/3|3|2
17611|40|1|2
16089|38,5|1|2
17229|14 (46-48)|3|2
22139|42|3|2
13339|XL|1|2
19666|44,5|1|2
17708|42|3|2
22638|42|2|4
10569|36,5|1|5
20515|42,5|3|2
22718|47|1|2
17233|43|1|2
10990|XS|1|2
14936|XL|3|3
13611|43|1|2
20581|44,5|1|2
13584|43|1|2
22574|44 2/3|1|2
19782|46|3|3
19635|41|3|3
15775|40|3|3
20390|L|3|2
22718|43|3|3
19682|44|1|2
22482|45|1|2
17383|38,5|3|2
14601|40|1|5
19782|42,5|3|3
19622|44|3|2
15005|44,5|1|5
13692|44,5|3|2
15803|43|1|2
21466|M ( 38/40 )|1|2
22638|44|3|2
12045|45,5|1|2
16705|44,5|3|2
21110|40,5|3|3
15536|44|1|2
15306|2XL|1|5
17757|45|1|2
17626|45,5|1|2
15287|44|3|2
11142|M|1|2
12537|40,5|1|2
18634|47|1|5
16187|M|1|5
13335|2XL|1|2
20909|01 Junior|3|2
13252|44|3|2
11866|42 2/3|3|3
13232|S|1|5
11866|43 1/3|3|3
10523|L|3|2
15007|M|3|2
12647|45,5|3|2
22718|44|3|3
18191|36,5|1|5
14105|M ( 38/40 )|2|4
17708|46|1|2
15521|M|1|5
20816|42,5|1|2
17695|L|3|2
20445|S ( 34/36 )|1|2
14424|42|3|2
10929|L|3|3
11779|XL|3|2
17161|42,5|3|3
19579|47,5|3|2
22718|44,5|3|2
14722|L ( 152-158 )|3|3
14722|S ( 128-140 )|1|2
20295|L|3|3
19666|42|1|2
22218|32|1|5
19782|40,5|3|2
14430|S|3|3
19871|S ( 34/36 )|3|2
13428|44|1|2
21910|46|1|2
10439|XS|3|3
11452|42,5|1|2
13428|42,5|1|2
15088|43|1|2
16207|42 2/3|1|2
14080|41|1|2
17787|M|1|5
18343|4 ( 43-45 )|1|2
17156|44|3|2
10064|39 1/3|1|5
11749|45|3|2
18646|YXL 157,5-167,5|1|5
20816|40|1|2
19265|S|3|2
21631|42|3|2
21631|42,5|3|3
21974|XL (46-50 )|1|2
20872|42,5|1|2
22249|42,5|3|2
22190|35 - 38|1|2
18812|43|3|3
13620|44|1|2
11332|42|3|2
20405|40|3|2
14182|43|3|2
12824|44 2/3|1|2
18155|40,5|1|2
12952|S ( 128-140 )|3|2
17726|45,5|3|3
20816|42|3|3
11355|33|1|2
11512|46|3|3
14182|42,5|3|3
16586|S|3|3
17139|44,5|1|5
19782|39|1|2
14182|47|3|3
22417|XL/T|1|2
13339|M|1|2
11247|42|3|2
11247|42,5|3|3
11227|42,5|1|2
15252|46|1|2
12690|47,5|3|2
12690|47|1|2
22706|XL|3|2
19161|44|1|5
15536|43 1/3|3|2
21147|42|2|4
14182|44,5|3|3
16729|L|1|2
20581|41|3|2
17156|42|3|3
22139|44,5|3|3
15428|XL ( 158-170 )|3|3
20751|L ( 40/42 )|1|2
21888|2XL|1|5
20540|40 2/3|1|2
13567|45,5|3|3
17626|42|3|2
18265|44|1|2
22565|44|1|5
13564|M|1|2
20649|XL|1|2
14538|43|3|2
22139|47|1|5
12647|43|3|3
13840|M|1|5
10682|L ( 152-158 )|3|3
18555|47|3|2
20581|39|1|5
22638|45|3|2
21851|44|1|2
22550|33|1|5
22249|39|1|5
12690|46|1|2
19782|47|3|3
17750|45,5|1|2
20471|40,5|1|2
14221|40,5|1|2
22858|44|1|2
10875|36|3|2
11671|46|1|2
15756|44,5|3|3
13535|45|3|2
10730|XS|1|5
22355|38|3|3
13828|37,5|1|2
12317|45|3|2
17626|43|1|2
18555|45,5|1|2
22706|L|3|3
17735|44,5|1|5
22168|47|1|2
21083|39|1|5
11689|42|3|2
20641|44|3|2
11656|42|3|3
19635|40,5|3|2
21643|43|1|2
12317|45,5|3|2
12846|43 1/3|3|3
19877|164|3|3
19782|42|3|3
12647|40,5|3|2
11619|42,5|3|2
10617|152|3|3
11689|45,5|1|2
15005|40|1|2
17708|45,5|3|2
11144|44 2/3|1|2
21308|44,5|3|2
22878|M|3|3
17156|46|3|3
17156|45,5|3|3
14182|45,5|3|3
21391|45|3|2
21264|45|1|2
15756|42,5|1|2
13428|39|1|2
15287|45|1|5
21248|46|1|5
22482|44,5|1|5
13518|34|3|3
20260|S|1|5
14788|L|1|2
22621|L|3|2
18813|47|1|2
16234|45 1/3|1|5
17141|43|3|3
16089|38|3|3
22139|42,5|3|2
12119|M|1|2
14749|43|3|2
20896|40,5|3|3
17708|41|3|3
17708|40,5|3|2
11706|3XL|3|3
15703|44,5|1|5
20581|47,5|3|3
21891|42,5|3|2
21986|38,5|3|3
13584|44|1|2
18816|L ( 40/42 )|1|2
19591|2XL|1|5
11754|S ( 34/36 )|3|2
14722|XL ( 158-170 )|3|3
17722|164|3|3
21308|45,5|1|2
12317|44|3|2
21851|41|1|2
13332|S|1|5
13252|41|3|3
11221|XL|2|4
21891|45|1|2
13421|XL|1|2
10768|37,5|1|2
19142|44|1|5
14071|M|1|5
15756|47,5|3|2
21011|M ( 140-152 )|1|5
20254|S|1|5
19841|S|3|3
11671|44|3|2
19033|45|3|2
19816|XL|1|2
15423|44|1|2
11619|45,5|3|2
17069|164|3|3
13535|47,5|1|5
13422|29|1|5
13828|36,5|3|2
14455|40,5|1|5
11247|40|3|3
20582|M ( 140-152 )|1|5
11749|42|1|2
19734|44,5|1|2
17013|M ( 140-152 )|1|5
22631|140|3|2
11619|39|1|2
15324|XS ( 32/34 )|1|2
18212|39/42|1|2
15992|41|3|2
14394|164|3|2
10319|38|3|2
14347|42,5|1|2
21453|44,5|3|2
21453|44|3|2
19787|38 2/3|1|5
19734|41|1|2
18812|44|3|3
18812|44,5|3|2
10997|42,5|1|2
10983|L|1|5
19937|45|3|2
11671|41|1|2
13318|45,5|1|2
16602|45|3|2
20697|37,5|3|2
14985|41|3|3
13031|S ( 34/36 )|1|2
22416|2XL|1|5
21234|44|3|2
11431|35|1|5
22603|40,5|1|2
17626|40,5|1|2
10875|38|3|2
22533|140|1|5
13692|46|3|2
13567|43|3|3
20581|45|3|3
13584|42,5|3|2
13252|47,5|3|2
13428|44,5|1|2
13648|35,5|1|5
11247|45|3|3
12283|45,5|3|3
20146|36|3|2
14607|L|3|3
13314|40,5|1|5
17768|35,5|3|2
13692|43|1|2
10994|41|3|2
15956|43|1|2
10490|XL ( 158-170 )|1|2
20121|XS ( 116-128 )|1|5
21147|46|3|2
13692|42|3|3
11671|39|3|3
16786|40,5|3|2
20679|40|1|5
18813|41|3|2
15326|S|1|2
17764|L|1|2
16297|36|1|2
21377|42|1|5
12317|44,5|3|2
20583|L|1|5
19502|42,5|1|5
16297|37,5|3|3
11227|40,5|3|2
12690|45|3|2
16593|M|1|5
16352|36|3|2
16597|S|3|3
10997|42|1|2
11452|47|1|5
17814|44,5|1|2
21743|2XL|3|2
21391|44|1|5
11227|45,5|3|2
20946|S|3|2
21308|45|1|2
16386|S|3|2
10413|L|3|2
18149|44|1|2
21891|44|1|2
10914|44|1|5
21995|128|1|2
13117|L ( 152-158 )|3|3
19248|40|1|5
21439|5 ( 46-48 )|2|4
11247|41|1|2
16878|44,5|1|5
22603|42,5|1|2
14182|45|2|3
13252|43|1|2
12218|4 ( 43-46 )|3|3
10126|44,5|1|2
13671|S|3|2
19579|39|3|2
19579|40|1|2
22376|XL ( 158-170 )|1|5
19613|40|1|5
13567|44,5|2|4
11512|45|3|3
11528|164|3|3
16992|S|3|3
19149|44|3|3
10997|44,5|3|3
13785|37,5|1|2
17255|41|1|2
13428|41|3|2
15013|L|1|2
12442|35|3|3
19755|41 1/3|3|2
19579|47|3|3
16494|L|1|5
21584|M|1|5
11452|39|3|3
13989|42|1|5
17626|44,5|3|3
14328|XL|3|2
19635|45,5|1|2
12573|37,5|3|3
22597|47 1/3|3|2
10282|40 2/3|1|2
11227|47,5|2|4
12359|40|1|5
14503|39 1/3|1|2
10994|44|3|3
14469|M|1|5
22844|44,5|3|2
16297|36,5|3|2
14185|XL|1|5
14164|3XL|3|2
21110|44,5|3|3
14284|44|1|2
22706|S|1|2
22532|2XL|3|2
20405|42,5|3|3
17442|10 (36-40)|1|5
15146|L|1|2
12655|38|1|5
19312|42|3|3
19434|XL|1|2
21391|40|1|5
15051|39|3|3
13567|45|2|4
12721|36|1|5
19103|46 2/3|1|5
17124|44,5|3|2
17814|39|1|2
12552|XS ( 116-128 )|1|5
11866|44|3|3
22617|L|1|2
19822|33|3|2
17237|33|1|2
19124|45 1/3|1|2
17798|45|1|2
16423|2XL|3|3
