ps|all|Cluster_5|Cluster_9|remain5|remain9
16725 - 43|6|1|1|0.833333333333333|0.833333333333333
16733 - 41 1/3|12|1|2|0.916666666666667|0.833333333333333
16733 - 42|17|1|2|0.941176470588235|0.882352941176471
16733 - 43 1/3|29|3|2|0.896551724137931|0.931034482758621
16733 - 44 2/3|10|1|2|0.9|0.8
16735 - 2XL|7|1|1|0.857142857142857|0.857142857142857
16735 - L|39|1|1|0.974358974358974|0.974358974358974
16735 - M|52|1|1|0.980769230769231|0.980769230769231
16735 - S|36|1|1|0.972222222222222|0.972222222222222
16735 - XL|20|1|1|0.95|0.95
16737 - L ( 152-158 )|12|1|1|0.916666666666667|0.916666666666667
16737 - M ( 140-152 )|7|1|1|0.857142857142857|0.857142857142857
16737 - XL ( 158-170 )|15|1|1|0.933333333333333|0.933333333333333
16741 - M|11|1|1|0.909090909090909|0.909090909090909
16747 - 134|18|1|1|0.944444444444444|0.944444444444444
16747 - 140|12|1|1|0.916666666666667|0.916666666666667
16747 - 146|15|1|1|0.933333333333333|0.933333333333333
16747 - 152|15|1|1|0.933333333333333|0.933333333333333
16747 - 158|32|1|1|0.96875|0.96875
16747 - 164|28|1|1|0.964285714285714|0.964285714285714
16750 - 2XL|12|1|1|0.916666666666667|0.916666666666667
16750 - L|77|1|1|0.987012987012987|0.987012987012987
16750 - M|90|1|1|0.988888888888889|0.988888888888889
16750 - S|60|1|1|0.983333333333333|0.983333333333333
16750 - XL|45|1|1|0.977777777777778|0.977777777777778
16751 - M|11|1|1|0.909090909090909|0.909090909090909
16756 - L|9|1|1|0.888888888888889|0.888888888888889
16761 - 36|10|1|1|0.9|0.9
16761 - 36 2/3|8|1|1|0.875|0.875
16761 - 38|13|1|1|0.923076923076923|0.923076923076923
16761 - 38 2/3|14|1|1|0.928571428571429|0.928571428571429
16765 - 164|6|1|1|0.833333333333333|0.833333333333333
16766 - 1 ( Junior)|10|1|1|0.9|0.9
16766 - 2 ( Senior )|10|1|1|0.9|0.9
16780 - 42|7|1|1|0.857142857142857|0.857142857142857
16780 - 42,5|9|1|1|0.888888888888889|0.888888888888889
16780 - 43|15|1|1|0.933333333333333|0.933333333333333
16780 - 44|13|1|1|0.923076923076923|0.923076923076923
16780 - 45,5|11|1|1|0.909090909090909|0.909090909090909
16780 - 47|7|1|1|0.857142857142857|0.857142857142857
16797 - 140|12|1|1|0.916666666666667|0.916666666666667
16797 - 164|34|1|1|0.970588235294118|0.970588235294118
16797 - 176|21|1|1|0.952380952380952|0.952380952380952
16799 - L ( 152-158 )|67|1|1|0.985074626865672|0.985074626865672
16799 - M ( 140-152 )|56|1|1|0.982142857142857|0.982142857142857
16799 - S ( 128-140 )|24|1|1|0.958333333333333|0.958333333333333
16799 - XL ( 158-170 )|70|1|1|0.985714285714286|0.985714285714286
16799 - XS ( 116-128 )|19|1|1|0.947368421052632|0.947368421052632
16804 - L|30|1|1|0.966666666666667|0.966666666666667
16804 - M|41|1|1|0.975609756097561|0.975609756097561
16804 - XL|15|1|1|0.933333333333333|0.933333333333333
16806 - L|8|1|1|0.875|0.875
16806 - M|10|1|1|0.9|0.9
16812 - 40,5|7|1|1|0.857142857142857|0.857142857142857
16812 - 41|13|1|1|0.923076923076923|0.923076923076923
16812 - 42|15|1|1|0.933333333333333|0.933333333333333
16812 - 42,5|16|1|1|0.9375|0.9375
16812 - 43|30|1|1|0.966666666666667|0.966666666666667
16812 - 44|30|1|1|0.966666666666667|0.966666666666667
16812 - 45,5|16|1|1|0.9375|0.9375
16817 - 152|27|1|1|0.962962962962963|0.962962962962963
16817 - 164|29|1|1|0.96551724137931|0.96551724137931
16818 - 2XL|64|1|1|0.984375|0.984375
16818 - L|114|1|1|0.991228070175439|0.991228070175439
16818 - S|94|1|1|0.98936170212766|0.98936170212766
16818 - XL|94|1|1|0.98936170212766|0.98936170212766
16827 - L|29|1|1|0.96551724137931|0.96551724137931
16827 - M|33|1|1|0.96969696969697|0.96969696969697
16827 - S|18|1|1|0.944444444444444|0.944444444444444
16827 - XL|16|1|1|0.9375|0.9375
16835 - 43|4|1|1|0.75|0.75
16842 - 2XL|5|1|1|0.8|0.8
16842 - L|24|1|1|0.958333333333333|0.958333333333333
16842 - M|31|1|1|0.967741935483871|0.967741935483871
16842 - S|16|1|1|0.9375|0.9375
16842 - XL|10|1|1|0.9|0.9
16848 - 2XL|21|1|1|0.952380952380952|0.952380952380952
16848 - L|37|1|1|0.972972972972973|0.972972972972973
16848 - M|39|1|3|0.974358974358974|0.923076923076923
16848 - S|24|1|1|0.958333333333333|0.958333333333333
16848 - XL|32|1|1|0.96875|0.96875
16850 - 43 1/3|10|1|1|0.9|0.9
16850 - 44|10|1|1|0.9|0.9
16850 - 47 1/3|4|1|1|0.75|0.75
16853 - L|40|1|1|0.975|0.975
16853 - M|48|1|1|0.979166666666667|0.979166666666667
16853 - S|25|1|1|0.96|0.96
16853 - XL|17|1|1|0.941176470588235|0.941176470588235
16854 - 38,5|5|1|1|0.8|0.8
16868 - L|15|1|1|0.933333333333333|0.933333333333333
16868 - M|7|1|1|0.857142857142857|0.857142857142857
16868 - XL|7|1|1|0.857142857142857|0.857142857142857
16872 - 2 ( 37-39 )|14|1|1|0.928571428571429|0.928571428571429
16872 - 3 ( 40-42 )|24|1|1|0.958333333333333|0.958333333333333
16872 - 4 ( 43-45 )|39|1|1|0.974358974358974|0.974358974358974
16872 - 5 ( 46-48 )|11|1|1|0.909090909090909|0.909090909090909
16876 - L|17|1|1|0.941176470588235|0.941176470588235
16877 - 2XL|9|1|1|0.888888888888889|0.888888888888889
16877 - L|79|19|8|0.759493670886076|0.89873417721519
16877 - M|88|1|1|0.988636363636364|0.988636363636364
16877 - S|52|1|1|0.980769230769231|0.980769230769231
16877 - XL|31|1|1|0.967741935483871|0.967741935483871
16882 - 7|6|1|1|0.833333333333333|0.833333333333333
16885 - 36 2/3|4|1|1|0.75|0.75
16893 - L|5|1|1|0.8|0.8
16894 - 140|15|1|1|0.933333333333333|0.933333333333333
16894 - 164|22|1|1|0.954545454545455|0.954545454545455
16902 - 2XL|4|1|1|0.75|0.75
16902 - L|15|1|1|0.933333333333333|0.933333333333333
16902 - M|19|3|2|0.842105263157895|0.894736842105263
16902 - S|5|1|1|0.8|0.8
16902 - XL|7|1|1|0.857142857142857|0.857142857142857
16918 - 44,5|20|1|1|0.95|0.95
16918 - 45|15|1|1|0.933333333333333|0.933333333333333
16923 - L|15|1|1|0.933333333333333|0.933333333333333
16923 - M|16|1|1|0.9375|0.9375
16923 - XL|8|1|1|0.875|0.875
16929 - 43|8|14|15|-0.75|-0.875
16929 - 44|8|14|15|-0.75|-0.875
16932 - L|6|1|1|0.833333333333333|0.833333333333333
16932 - M|9|1|1|0.888888888888889|0.888888888888889
16942 - 116|9|1|1|0.888888888888889|0.888888888888889
16942 - 128|7|1|1|0.857142857142857|0.857142857142857
16942 - 140|11|1|1|0.909090909090909|0.909090909090909
16942 - 152|17|1|1|0.941176470588235|0.941176470588235
16942 - 164|14|1|1|0.928571428571429|0.928571428571429
16954 - 41 1/3|26|1|1|0.961538461538462|0.961538461538462
16954 - 44|43|1|1|0.976744186046512|0.976744186046512
16954 - 44 2/3|34|1|1|0.970588235294118|0.970588235294118
16954 - 46|29|1|1|0.96551724137931|0.96551724137931
16964 - M|4|1|1|0.75|0.75
16970 - L|32|1|1|0.96875|0.96875
16970 - M|29|1|1|0.96551724137931|0.96551724137931
16971 - 1 ( 33-36 )|4|1|1|0.75|0.75
16971 - 2 ( 37-40 )|5|1|1|0.8|0.8
16971 - 3 ( 41-43 )|9|1|1|0.888888888888889|0.888888888888889
16976 - L|88|1|1|0.988636363636364|0.988636363636364
16976 - M|100|1|1|0.99|0.99
16976 - S|78|1|1|0.987179487179487|0.987179487179487
16976 - XL|44|1|1|0.977272727272727|0.977272727272727
16978 - 4 ( 39-42 )|5|1|1|0.8|0.8
16978 - 5 ( 43-46 )|8|1|1|0.875|0.875
16979 - 152|11|1|1|0.909090909090909|0.909090909090909
16979 - 164|16|1|1|0.9375|0.9375
16980 - S|6|1|1|0.833333333333333|0.833333333333333
16982 - 42,5|7|1|1|0.857142857142857|0.857142857142857
16982 - 43|12|1|1|0.916666666666667|0.916666666666667
16992 - 2XL|4|1|1|0.75|0.75
16992 - L|11|1|1|0.909090909090909|0.909090909090909
16992 - M|16|1|1|0.9375|0.9375
16992 - S|4|1|1|0.75|0.75
16992 - XL|10|1|1|0.9|0.9
17009 - 2XL|13|1|1|0.923076923076923|0.923076923076923
17009 - L|13|1|1|0.923076923076923|0.923076923076923
17009 - M|12|1|1|0.916666666666667|0.916666666666667
17009 - S|6|1|1|0.833333333333333|0.833333333333333
17009 - XL|12|1|1|0.916666666666667|0.916666666666667
17012 - L|13|1|1|0.923076923076923|0.923076923076923
17012 - XL|8|1|1|0.875|0.875
17013 - XL ( 158-170 )|15|1|1|0.933333333333333|0.933333333333333
17018 - 164|6|1|1|0.833333333333333|0.833333333333333
17019 - L|26|1|1|0.961538461538462|0.961538461538462
17019 - M|25|1|1|0.96|0.96
17019 - S|13|1|1|0.923076923076923|0.923076923076923
17019 - XL|11|1|1|0.909090909090909|0.909090909090909
17027 - M|22|1|1|0.954545454545455|0.954545454545455
17029 - 44|10|1|1|0.9|0.9
17029 - 45|5|1|1|0.8|0.8
17029 - 47,5|4|1|1|0.75|0.75
17030 - M|9|1|1|0.888888888888889|0.888888888888889
17037 - 43|7|1|1|0.857142857142857|0.857142857142857
17045 - L|5|1|1|0.8|0.8
17045 - M|5|1|1|0.8|0.8
17046 - 2 ( 37-39 )|16|1|1|0.9375|0.9375
17046 - 4 ( 43-45 )|17|1|1|0.941176470588235|0.941176470588235
17050 - 2XL|46|1|1|0.978260869565217|0.978260869565217
17050 - L|112|1|1|0.991071428571429|0.991071428571429
17050 - M|108|1|1|0.990740740740741|0.990740740740741
17050 - S|82|1|1|0.98780487804878|0.98780487804878
17050 - XL|78|1|1|0.987179487179487|0.987179487179487
17062 - 42,5|5|1|1|0.8|0.8
17062 - 45,5|8|1|1|0.875|0.875
17076 - 43 1/3|7|1|1|0.857142857142857|0.857142857142857
17085 - M (38 - 42)|5|1|1|0.8|0.8
17087 - 4 ( 39-42 )|9|1|1|0.888888888888889|0.888888888888889
17087 - 5 ( 43-46 )|9|57|1|-5.33333333333333|0.888888888888889
17087 - 6 ( 47-50 )|5|1|1|0.8|0.8
17088 - L|17|1|1|0.941176470588235|0.941176470588235
17088 - M|9|1|1|0.888888888888889|0.888888888888889
17101 - L|8|1|2|0.875|0.75
17101 - M|4|1|1|0.75|0.75
17103 - 140|11|1|1|0.909090909090909|0.909090909090909
17103 - 164|27|1|1|0.962962962962963|0.962962962962963
17123 - 45 1/3|5|3|3|0.4|0.4
17124 - 41|6|1|1|0.833333333333333|0.833333333333333
17124 - 42|4|1|1|0.75|0.75
17124 - 42,5|8|1|1|0.875|0.875
17124 - 43|11|1|1|0.909090909090909|0.909090909090909
17124 - 44|10|1|1|0.9|0.9
17124 - 44,5|9|1|1|0.888888888888889|0.888888888888889
17124 - 45|5|1|1|0.8|0.8
17124 - 45,5|9|1|1|0.888888888888889|0.888888888888889
17124 - 46|9|1|1|0.888888888888889|0.888888888888889
17124 - 47,5|7|1|1|0.857142857142857|0.857142857142857
17124 - 48,5|6|1|1|0.833333333333333|0.833333333333333
17131 - M ( 38/40 )|12|1|1|0.916666666666667|0.916666666666667
17132 - L|7|1|1|0.857142857142857|0.857142857142857
17132 - M|11|1|1|0.909090909090909|0.909090909090909
17136 - 42|6|1|1|0.833333333333333|0.833333333333333
17136 - 42,5|6|1|1|0.833333333333333|0.833333333333333
17136 - 43|11|1|1|0.909090909090909|0.909090909090909
17136 - 44|11|1|1|0.909090909090909|0.909090909090909
17136 - 45|4|1|1|0.75|0.75
17136 - 45,5|5|1|1|0.8|0.8
17140 - 41 1/3|25|1|1|0.96|0.96
17140 - 42|29|1|1|0.96551724137931|0.96551724137931
17140 - 42 2/3|42|1|1|0.976190476190476|0.976190476190476
17140 - 43 1/3|45|1|1|0.977777777777778|0.977777777777778
17140 - 44|30|1|1|0.966666666666667|0.966666666666667
17140 - 44 2/3|39|1|1|0.974358974358974|0.974358974358974
17140 - 45 1/3|24|1|1|0.958333333333333|0.958333333333333
17140 - 47 1/3|15|1|1|0.933333333333333|0.933333333333333
17140 - 48|8|1|1|0.875|0.875
17140 - 48 2/3|10|1|1|0.9|0.9
17141 - 42|5|1|1|0.8|0.8
17141 - 43|5|1|1|0.8|0.8
17141 - 44|5|1|1|0.8|0.8
17141 - 45,5|4|1|1|0.75|0.75
17148 - 116|15|1|1|0.933333333333333|0.933333333333333
17148 - 152|13|1|1|0.923076923076923|0.923076923076923
17148 - 164|13|1|1|0.923076923076923|0.923076923076923
17153 - L|14|1|1|0.928571428571429|0.928571428571429
17153 - M|10|1|1|0.9|0.9
17156 - 42|5|1|1|0.8|0.8
17156 - 42,5|7|1|1|0.857142857142857|0.857142857142857
17156 - 43|8|1|1|0.875|0.875
17156 - 44|8|1|1|0.875|0.875
17156 - 44,5|7|1|1|0.857142857142857|0.857142857142857
17156 - 45|5|1|1|0.8|0.8
17156 - 46|5|1|1|0.8|0.8
17158 - L ( 152-158 )|8|1|1|0.875|0.875
17158 - XL ( 158-170 )|9|1|1|0.888888888888889|0.888888888888889
17171 - XL|6|1|1|0.833333333333333|0.833333333333333
17173 - 2XL|41|1|1|0.975609756097561|0.975609756097561
17173 - L|98|1|1|0.989795918367347|0.989795918367347
17173 - M|111|1|1|0.990990990990991|0.990990990990991
17173 - S|99|1|1|0.98989898989899|0.98989898989899
17173 - XL|56|1|1|0.982142857142857|0.982142857142857
17175 - 42|4|1|1|0.75|0.75
17175 - 42,5|6|1|1|0.833333333333333|0.833333333333333
17175 - 44,5|6|1|1|0.833333333333333|0.833333333333333
17180 - 2XL|15|1|1|0.933333333333333|0.933333333333333
17180 - XL|22|1|1|0.954545454545455|0.954545454545455
17182 - XL|15|1|1|0.933333333333333|0.933333333333333
17189 - 42|6|3|1|0.5|0.833333333333333
17189 - 42,5|11|1|1|0.909090909090909|0.909090909090909
17189 - 43|18|1|1|0.944444444444444|0.944444444444444
17189 - 44|21|1|2|0.952380952380952|0.904761904761905
17189 - 45|16|2|3|0.875|0.8125
17189 - 47|9|1|1|0.888888888888889|0.888888888888889
17193 - L|25|1|1|0.96|0.96
17193 - M|25|1|1|0.96|0.96
17195 - 39 - 42|28|1|1|0.964285714285714|0.964285714285714
17195 - 43 - 46|36|1|1|0.972222222222222|0.972222222222222
17195 - 47 - 50|8|1|1|0.875|0.875
17201 - 44|7|3|3|0.571428571428571|0.571428571428571
17207 - 5 ( 43-46 )|13|1|1|0.923076923076923|0.923076923076923
17212 - 2XL|22|1|1|0.954545454545455|0.954545454545455
17212 - L|57|1|1|0.982456140350877|0.982456140350877
17212 - M|71|1|2|0.985915492957746|0.971830985915493
17212 - S|44|1|1|0.977272727272727|0.977272727272727
17212 - XL|44|1|1|0.977272727272727|0.977272727272727
17213 - 46|9|1|1|0.888888888888889|0.888888888888889
17214 - L|10|1|1|0.9|0.9
17214 - M|5|1|1|0.8|0.8
17214 - XL|8|1|1|0.875|0.875
17216 - 44|4|1|1|0.75|0.75
17218 - 2XL|7|1|1|0.857142857142857|0.857142857142857
17218 - L|16|1|1|0.9375|0.9375
17218 - M|24|1|1|0.958333333333333|0.958333333333333
17218 - S|12|1|1|0.916666666666667|0.916666666666667
17218 - XL|17|1|1|0.941176470588235|0.941176470588235
17219 - L|7|1|1|0.857142857142857|0.857142857142857
17219 - M|12|1|1|0.916666666666667|0.916666666666667
17219 - S|5|1|1|0.8|0.8
17229 - 10 (36-40)|5|1|1|0.8|0.8
17229 - 12 (41-45)|9|1|1|0.888888888888889|0.888888888888889
17229 - 14 (46-48)|6|1|1|0.833333333333333|0.833333333333333
17232 - M|10|1|1|0.9|0.9
17233 - 42|5|1|1|0.8|0.8
17233 - 43|7|1|1|0.857142857142857|0.857142857142857
17233 - 44|11|1|1|0.909090909090909|0.909090909090909
17233 - 45|6|1|1|0.833333333333333|0.833333333333333
17233 - 45,5|6|1|1|0.833333333333333|0.833333333333333
17237 - 37 1/3|6|1|1|0.833333333333333|0.833333333333333
17240 - 2XL|16|1|1|0.9375|0.9375
17240 - L|58|1|1|0.982758620689655|0.982758620689655
17240 - M|69|1|1|0.985507246376812|0.985507246376812
17240 - S|32|1|1|0.96875|0.96875
17240 - XL|37|1|1|0.972972972972973|0.972972972972973
17241 - L|23|1|1|0.956521739130435|0.956521739130435
17241 - S|16|1|1|0.9375|0.9375
17241 - XL|12|1|1|0.916666666666667|0.916666666666667
17242 - 38,5|4|1|1|0.75|0.75
17246 - 39|5|1|1|0.8|0.8
17248 - 41|5|1|1|0.8|0.8
17248 - 42|17|1|1|0.941176470588235|0.941176470588235
17255 - 39|6|1|1|0.833333333333333|0.833333333333333
17255 - 40|12|1|1|0.916666666666667|0.916666666666667
17255 - 40,5|8|1|1|0.875|0.875
17255 - 41|8|1|1|0.875|0.875
17255 - 42|11|1|1|0.909090909090909|0.909090909090909
17255 - 42,5|6|1|1|0.833333333333333|0.833333333333333
17255 - 43|14|1|1|0.928571428571429|0.928571428571429
17255 - 44|13|1|1|0.923076923076923|0.923076923076923
17255 - 44,5|11|1|1|0.909090909090909|0.909090909090909
17255 - 45|9|1|1|0.888888888888889|0.888888888888889
17255 - 45,5|9|1|1|0.888888888888889|0.888888888888889
17255 - 46|7|1|1|0.857142857142857|0.857142857142857
17255 - 47,5|7|1|1|0.857142857142857|0.857142857142857
17265 - M ( 38/40 )|8|1|1|0.875|0.875
17276 - L|10|1|1|0.9|0.9
17276 - M|14|1|1|0.928571428571429|0.928571428571429
17276 - XL|8|1|1|0.875|0.875
17277 - 40 2/3|9|1|1|0.888888888888889|0.888888888888889
17297 - 42|4|1|3|0.75|0.25
17297 - 42 2/3|4|2|1|0.5|0.75
17297 - 43 1/3|5|1|1|0.8|0.8
17297 - 44 2/3|4|1|3|0.75|0.25
17302 - L|26|1|1|0.961538461538462|0.961538461538462
17302 - M|35|1|1|0.971428571428571|0.971428571428571
17302 - S|15|1|1|0.933333333333333|0.933333333333333
17302 - XL|12|1|1|0.916666666666667|0.916666666666667
17304 - 43|5|1|2|0.8|0.6
17313 - L|15|1|1|0.933333333333333|0.933333333333333
17313 - M|19|1|1|0.947368421052632|0.947368421052632
17313 - S|6|1|1|0.833333333333333|0.833333333333333
17313 - XL|8|1|1|0.875|0.875
17321 - L|11|97|97|-7.81818181818182|-7.81818181818182
17321 - M|19|97|97|-4.10526315789474|-4.10526315789474
17321 - S|7|1|5|0.857142857142857|0.285714285714286
17321 - XL|5|1|1|0.8|0.8
17336 - M|7|1|1|0.857142857142857|0.857142857142857
17343 - M|7|1|1|0.857142857142857|0.857142857142857
17346 - L|29|1|1|0.96551724137931|0.96551724137931
17346 - M|36|1|1|0.972222222222222|0.972222222222222
17346 - S|13|1|1|0.923076923076923|0.923076923076923
17346 - XL|24|1|1|0.958333333333333|0.958333333333333
17356 - M|4|1|1|0.75|0.75
17359 - L|15|1|1|0.933333333333333|0.933333333333333
17359 - M|17|1|1|0.941176470588235|0.941176470588235
17359 - S|14|1|1|0.928571428571429|0.928571428571429
17359 - XL|10|1|1|0.9|0.9
17361 - 43|12|1|1|0.916666666666667|0.916666666666667
17361 - 44,5|10|1|1|0.9|0.9
17364 - 43|11|1|1|0.909090909090909|0.909090909090909
17364 - 44|8|1|1|0.875|0.875
17365 - M|9|1|1|0.888888888888889|0.888888888888889
17372 - L|59|1|1|0.983050847457627|0.983050847457627
17372 - M|58|1|1|0.982758620689655|0.982758620689655
17372 - S|28|1|1|0.964285714285714|0.964285714285714
17372 - XL|21|1|1|0.952380952380952|0.952380952380952
17373 - 2XL|13|1|1|0.923076923076923|0.923076923076923
17373 - L|79|1|1|0.987341772151899|0.987341772151899
17373 - M|59|1|1|0.983050847457627|0.983050847457627
17373 - S|18|1|1|0.944444444444444|0.944444444444444
17373 - XL|39|1|1|0.974358974358974|0.974358974358974
17376 - 42,5|7|1|1|0.857142857142857|0.857142857142857
17382 - 40,5|6|1|1|0.833333333333333|0.833333333333333
17382 - 42|6|1|1|0.833333333333333|0.833333333333333
17382 - 42,5|4|1|1|0.75|0.75
17382 - 44|9|1|1|0.888888888888889|0.888888888888889
17382 - 45|4|1|1|0.75|0.75
17382 - 46|4|1|1|0.75|0.75
17383 - 38,5|4|1|1|0.75|0.75
17389 - 152|7|1|1|0.857142857142857|0.857142857142857
17389 - 164|8|1|1|0.875|0.875
17401 - 152|9|1|1|0.888888888888889|0.888888888888889
17401 - 164|10|1|1|0.9|0.9
17403 - L|24|1|1|0.958333333333333|0.958333333333333
17403 - M|26|1|1|0.961538461538462|0.961538461538462
17403 - S|14|1|1|0.928571428571429|0.928571428571429
17403 - XL|4|1|1|0.75|0.75
17405 - L|20|1|1|0.95|0.95
17405 - M|12|1|1|0.916666666666667|0.916666666666667
17407 - 41 1/3|10|1|1|0.9|0.9
17407 - 42 2/3|14|1|1|0.928571428571429|0.928571428571429
17407 - 43 1/3|13|1|1|0.923076923076923|0.923076923076923
17407 - 44|13|1|1|0.923076923076923|0.923076923076923
17407 - 44 2/3|10|1|1|0.9|0.9
17407 - 45 1/3|14|1|1|0.928571428571429|0.928571428571429
17412 - 43 1/3|7|3|2|0.571428571428571|0.714285714285714
17412 - 45 1/3|7|3|2|0.571428571428571|0.714285714285714
17421 - L|6|1|1|0.833333333333333|0.833333333333333
17421 - M|5|1|1|0.8|0.8
17425 - L|6|1|1|0.833333333333333|0.833333333333333
17425 - M|5|1|1|0.8|0.8
17449 - L|14|1|1|0.928571428571429|0.928571428571429
17449 - M|20|1|1|0.95|0.95
17449 - S|7|1|1|0.857142857142857|0.857142857142857
17463 - 128|20|1|1|0.95|0.95
17463 - 140|22|1|1|0.954545454545455|0.954545454545455
17463 - 152|39|1|1|0.974358974358974|0.974358974358974
17463 - 164|40|1|1|0.975|0.975
17463 - 176|35|1|1|0.971428571428571|0.971428571428571
17465 - S ( 34/36 )|9|1|1|0.888888888888889|0.888888888888889
17466 - L|7|1|1|0.857142857142857|0.857142857142857
17466 - M|7|1|1|0.857142857142857|0.857142857142857
17466 - S|7|1|1|0.857142857142857|0.857142857142857
17477 - 2XL|5|1|1|0.8|0.8
17477 - L|21|1|1|0.952380952380952|0.952380952380952
17477 - M|22|1|1|0.954545454545455|0.954545454545455
17477 - S|10|1|1|0.9|0.9
17477 - XL|11|1|1|0.909090909090909|0.909090909090909
17489 - L|4|1|1|0.75|0.75
17492 - 33|4|1|1|0.75|0.75
17492 - 36|5|1|1|0.8|0.8
17492 - 36 2/3|6|1|1|0.833333333333333|0.833333333333333
17492 - 37 1/3|5|1|1|0.8|0.8
17492 - 38|4|1|1|0.75|0.75
17492 - 38 2/3|6|1|1|0.833333333333333|0.833333333333333
17494 - L|27|1|1|0.962962962962963|0.962962962962963
17494 - M|36|1|1|0.972222222222222|0.972222222222222
17494 - XL|19|1|1|0.947368421052632|0.947368421052632
17496 - L ( 152-158 )|51|1|1|0.980392156862745|0.980392156862745
17496 - M ( 140-152 )|23|1|1|0.956521739130435|0.956521739130435
17496 - XL ( 158-170 )|52|1|1|0.980769230769231|0.980769230769231
17502 - L|34|1|1|0.970588235294118|0.970588235294118
17502 - M|40|1|1|0.975|0.975
17502 - S|25|1|1|0.96|0.96
17502 - XL|9|1|1|0.888888888888889|0.888888888888889
17517 - M|20|1|1|0.95|0.95
17519 - XL|4|1|1|0.75|0.75
17525 - L|13|1|1|0.923076923076923|0.923076923076923
17525 - M|7|1|1|0.857142857142857|0.857142857142857
17525 - S|5|1|1|0.8|0.8
17528 - S|11|1|1|0.909090909090909|0.909090909090909
17534 - 43|20|1|1|0.95|0.95
17534 - 45,5|6|1|1|0.833333333333333|0.833333333333333
17537 - L|30|1|1|0.966666666666667|0.966666666666667
17537 - M|34|1|1|0.970588235294118|0.970588235294118
17537 - S|10|1|1|0.9|0.9
17537 - XL|13|1|1|0.923076923076923|0.923076923076923
17538 - 41|6|1|1|0.833333333333333|0.833333333333333
17538 - 42,5|5|1|1|0.8|0.8
17545 - L|13|1|1|0.923076923076923|0.923076923076923
17551 - 38,5|5|1|1|0.8|0.8
17557 - L|6|1|1|0.833333333333333|0.833333333333333
17570 - L|11|1|1|0.909090909090909|0.909090909090909
17570 - M|9|1|1|0.888888888888889|0.888888888888889
17572 - L ( 152-158 )|23|1|1|0.956521739130435|0.956521739130435
17572 - M ( 140-152 )|28|1|1|0.964285714285714|0.964285714285714
17572 - S ( 128-140 )|20|1|1|0.95|0.95
17572 - XL ( 158-170 )|32|1|1|0.96875|0.96875
17575 - L|5|1|1|0.8|0.8
17575 - M|4|1|1|0.75|0.75
17578 - 42 2/3|10|1|1|0.9|0.9
17578 - 43 1/3|13|1|1|0.923076923076923|0.923076923076923
17587 - L|7|1|1|0.857142857142857|0.857142857142857
17587 - S|5|1|1|0.8|0.8
17588 - L|26|1|1|0.961538461538462|0.961538461538462
17588 - M|36|1|1|0.972222222222222|0.972222222222222
17588 - S|14|1|1|0.928571428571429|0.928571428571429
17588 - XL|7|1|1|0.857142857142857|0.857142857142857
17592 - L|57|1|1|0.982456140350877|0.982456140350877
17592 - M|57|1|1|0.982456140350877|0.982456140350877
17592 - S|31|1|1|0.967741935483871|0.967741935483871
17592 - XL|18|1|1|0.944444444444444|0.944444444444444
17594 - 44|6|1|1|0.833333333333333|0.833333333333333
17609 - L|23|1|1|0.956521739130435|0.956521739130435
